month,fund_code,fund_name,line_item,type,amount,source_file,source_page,confidence,notes
2025-04,10,General Fund,Instructional Support,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Instructional Support,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Instructional Support,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Other State Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Other State Sources,revenue,53667,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Other State Sources,revenue,-7497,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Other State Sources,revenue,46170,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Other State Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Other State Sources,revenue,4800,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Other State Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Other State Sources,revenue,174473,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Other State Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Other State Sources,revenue,46170,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Other State Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Other State Sources,revenue,712345,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Two Tier Assessment Limitation Replace,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Two Tier Assessment Limitation Replace,revenue,931060,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Title 1 Grants,revenue,989997,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Title 1 Grants,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Title 1 Grants,revenue,763359,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Title 1 Grants,revenue,889487,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Other Federal Sources,revenue,-112206,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Other Federal Sources,revenue,10146,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Other Federal Sources,revenue,-216503,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Other Federal Sources,revenue,369203,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Other Federal Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Other Federal Sources,revenue,349436,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Other Federal Sources,revenue,23772,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Other Federal Sources,revenue,507229,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Other Federal Sources,revenue,242260,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Other Federal Sources,revenue,407332,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Other Federal Sources,revenue,464214,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Other Federal Sources,revenue,1403993,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Other Sources,revenue,14530,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Other Sources,revenue,875,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Other Sources,revenue,9455,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Other Sources,revenue,895,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Other Sources,revenue,1177,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Other Sources,revenue,473,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Other Sources,revenue,511,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Other Sources,revenue,145,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Other Sources,revenue,0,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Other Sources,revenue,1489,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Other Sources,revenue,2608,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Other Sources,revenue,1177,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Instruction,expenditure,1208455,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Instruction,expenditure,2083053,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Instruction,expenditure,11221769,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Instruction,expenditure,11499053,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Instruction,expenditure,11937511,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Instruction,expenditure,11960372,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Instruction,expenditure,11729094,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Instruction,expenditure,12146156,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Instruction,expenditure,11645639,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Instruction,expenditure,11541098,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Instruction,expenditure,12256655,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Instruction,expenditure,28249149,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Student Support Services,expenditure,111823,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Student Support Services,expenditure,361118,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Student Support Services,expenditure,720426,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Student Support Services,expenditure,731230,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Student Support Services,expenditure,742456,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Student Support Services,expenditure,749959,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Student Support Services,expenditure,697588,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Student Support Services,expenditure,711262,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Student Support Services,expenditure,717342,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Student Support Services,expenditure,707911,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Student Support Services,expenditure,743264,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Student Support Services,expenditure,1568537,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Instructional Staff Support,expenditure,252731,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Instructional Staff Support,expenditure,647374,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Instructional Staff Support,expenditure,889029,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Instructional Staff Support,expenditure,2810792,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Instructional Staff Support,expenditure,853841,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Instructional Staff Support,expenditure,831584,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Instructional Staff Support,expenditure,812134,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Instructional Staff Support,expenditure,869446,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Instructional Staff Support,expenditure,816832,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Instructional Staff Support,expenditure,788909,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Instructional Staff Support,expenditure,863440,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Instructional Staff Support,expenditure,1739268,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,General Administration,expenditure,262112,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,General Administration,expenditure,262488,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,General Administration,expenditure,223061,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,General Administration,expenditure,252996,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,General Administration,expenditure,255948,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,General Administration,expenditure,243185,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,General Administration,expenditure,262827,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,General Administration,expenditure,254039,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,General Administration,expenditure,264168,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,General Administration,expenditure,222559,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,General Administration,expenditure,258195,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,General Administration,expenditure,322199,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Building Administration,expenditure,737130,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Building Administration,expenditure,946262,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Building Administration,expenditure,973289,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Building Administration,expenditure,712242,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Building Administration,expenditure,764235,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Building Administration,expenditure,744711,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Building Administration,expenditure,937032,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Building Administration,expenditure,1708379,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-03,10,General Fund,Building Administration,expenditure,965349,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-04,10,General Fund,Building Administration,expenditure,951878,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-05,10,General Fund,Building Administration,expenditure,996212,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-06,10,General Fund,Building Administration,expenditure,996153,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-07,10,General Fund,Business & Central Admin,expenditure,439994,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-08,10,General Fund,Business & Central Admin,expenditure,479348,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-09,10,General Fund,Business & Central Admin,expenditure,406523,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-10,10,General Fund,Business & Central Admin,expenditure,429920,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-11,10,General Fund,Business & Central Admin,expenditure,436704,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2024-12,10,General Fund,Business & Central Admin,expenditure,447189,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-01,10,General Fund,Business & Central Admin,expenditure,433780,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
2025-02,10,General Fund,Business & Central Admin,expenditure,420043,data/raw/board_packets/2026-02-10_Board_of_Directors/attachments/K_02_01_FY26 Quarter 2 Financial Report (1).pdf,3,medium,FY2025 actual (prior-year table)
