run_date,severity,issue_type,fund_code,document_id,description,recommended_action,status
2026-06-06,info,missing_meeting_date,,undated_audits_johnston_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/Johnston CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_johnston_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/Johnston CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_johnston_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/Johnston CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_johnston_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/Johnston CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_johnston_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/Johnston CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_johnston_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/Johnston CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_johnston_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/Johnston CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_johnston_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/Johnston CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_johnston_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/Johnston CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_linn_mar_csd_2020,No source_url recorded for 'data/raw/peer_districts/audits/Linn-Mar CSD-2020.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_linn_mar_csd_2020,No meeting/report date for 'data/raw/peer_districts/audits/Linn-Mar CSD-2020.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_linn_mar_csd_2021,No source_url recorded for 'data/raw/peer_districts/audits/Linn-Mar CSD-2021.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_linn_mar_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/Linn-Mar CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_linn_mar_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/Linn-Mar CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_linn_mar_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/Linn-Mar CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_linn_mar_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/Linn-Mar CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_linn_mar_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/Linn-Mar CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_linn_mar_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/Linn-Mar CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_linn_mar_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/Linn-Mar CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_linn_mar_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/Linn-Mar CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_linn_mar_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/Linn-Mar CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_muscatine_csd_2020,No source_url recorded for 'data/raw/peer_districts/audits/Muscatine CSD-2020.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_muscatine_csd_2020,No meeting/report date for 'data/raw/peer_districts/audits/Muscatine CSD-2020.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_muscatine_csd_2021,No source_url recorded for 'data/raw/peer_districts/audits/Muscatine CSD-2021.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_muscatine_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/Muscatine CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_muscatine_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/Muscatine CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_muscatine_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/Muscatine CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_muscatine_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/Muscatine CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_muscatine_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/Muscatine CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_muscatine_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/Muscatine CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_muscatine_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/Muscatine CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_muscatine_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/Muscatine CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_muscatine_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/Muscatine CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_pleasant_valley_csd_2020,No source_url recorded for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2020.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_pleasant_valley_csd_2020,No meeting/report date for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2020.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_pleasant_valley_csd_2021,No source_url recorded for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2021.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_pleasant_valley_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_pleasant_valley_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_pleasant_valley_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_pleasant_valley_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_pleasant_valley_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_pleasant_valley_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_pleasant_valley_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_pleasant_valley_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_pleasant_valley_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/Pleasant Valley CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waterloo_csd_2020,No source_url recorded for 'data/raw/peer_districts/audits/Waterloo CSD-2020.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waterloo_csd_2020,No meeting/report date for 'data/raw/peer_districts/audits/Waterloo CSD-2020.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waterloo_csd_2021,No source_url recorded for 'data/raw/peer_districts/audits/Waterloo CSD-2021.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waterloo_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/Waterloo CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waterloo_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/Waterloo CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waterloo_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/Waterloo CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waterloo_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/Waterloo CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waterloo_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/Waterloo CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waterloo_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/Waterloo CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waterloo_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/Waterloo CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waterloo_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/Waterloo CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waterloo_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/Waterloo CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waukee_csd_2020,No source_url recorded for 'data/raw/peer_districts/audits/Waukee CSD-2020.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waukee_csd_2020,No meeting/report date for 'data/raw/peer_districts/audits/Waukee CSD-2020.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waukee_csd_2021,No source_url recorded for 'data/raw/peer_districts/audits/Waukee CSD-2021.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waukee_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/Waukee CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waukee_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/Waukee CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waukee_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/Waukee CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waukee_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/Waukee CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waukee_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/Waukee CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waukee_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/Waukee CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waukee_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/Waukee CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_waukee_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/Waukee CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_waukee_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/Waukee CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_west_des_moines_csd_2020,No source_url recorded for 'data/raw/peer_districts/audits/West Des Moines CSD-2020.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_west_des_moines_csd_2020,No meeting/report date for 'data/raw/peer_districts/audits/West Des Moines CSD-2020.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_west_des_moines_csd_2021,No source_url recorded for 'data/raw/peer_districts/audits/West Des Moines CSD-2021.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_west_des_moines_csd_2021,No meeting/report date for 'data/raw/peer_districts/audits/West Des Moines CSD-2021.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_west_des_moines_csd_2022,No source_url recorded for 'data/raw/peer_districts/audits/West Des Moines CSD-2022.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_west_des_moines_csd_2022,No meeting/report date for 'data/raw/peer_districts/audits/West Des Moines CSD-2022.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_west_des_moines_csd_2023,No source_url recorded for 'data/raw/peer_districts/audits/West Des Moines CSD-2023.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_west_des_moines_csd_2023,No meeting/report date for 'data/raw/peer_districts/audits/West Des Moines CSD-2023.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_west_des_moines_csd_2024,No source_url recorded for 'data/raw/peer_districts/audits/West Des Moines CSD-2024.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_west_des_moines_csd_2024,No meeting/report date for 'data/raw/peer_districts/audits/West Des Moines CSD-2024.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,missing_source_url,,undated_audits_west_des_moines_csd_2025,No source_url recorded for 'data/raw/peer_districts/audits/West Des Moines CSD-2025.pdf'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_audits_west_des_moines_csd_2025,No meeting/report date for 'data/raw/peer_districts/audits/West Des Moines CSD-2025.pdf'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2019,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2019.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2019,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2019.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2019,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2019.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2020,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2020.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2020,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2020.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2020,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2020.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2021,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2021.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2021,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2021.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2021,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2021.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2022,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2022.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2022,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2022.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2022,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2022.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2023,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2023.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2023,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2023.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2023,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2023.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2024,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2024.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2024,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2024.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2024,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2024.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2025,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2025.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2025,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2025.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2025,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2025.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_detail_fy_2026,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2026.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_detail_fy_2026,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2026.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_detail_fy_2026,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Detail, FY 2026.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2019,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2019.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2019,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2019.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2019,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2019.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2020,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2020.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2020,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2020.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2020,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2020.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2021,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2021.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2021,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2021.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2021,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2021.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2022,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2022.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2022,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2022.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2022,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2022.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2023,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2023.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2023,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2023.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2023,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2023.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
