run_date,severity,issue_type,fund_code,document_id,description,recommended_action,status
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2024,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2024.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2024,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2024.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2024,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2024.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aea_aea_enrollment_and_cost_summary_fy_2025,"Document 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2025.pdf' is unclassified (type=generic_pdf).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aea_aea_enrollment_and_cost_summary_fy_2025,"No source_url recorded for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2025.pdf'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aea_aea_enrollment_and_cost_summary_fy_2025,"No meeting/report date for 'data/raw/state_reports/dom/AEA/AEA Enrollment and Cost Summary, FY 2025.pdf'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_aidandlevytaxcertification_aid_levy_taxcert_programsummary_a_5_30_26,Document 'data/raw/state_reports/dom/AidandLevyTaxCertification/Aid&Levy_TaxCert_ProgramSummary_a_5-30-26.xlsx' is unclassified (type=generic_excel).,Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_aidandlevytaxcertification_aid_levy_taxcert_programsummary_a_5_30_26,No source_url recorded for 'data/raw/state_reports/dom/AidandLevyTaxCertification/Aid&Levy_TaxCert_ProgramSummary_a_5-30-26.xlsx'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_aidandlevytaxcertification_aid_levy_taxcert_programsummary_a_5_30_26,No meeting/report date for 'data/raw/state_reports/dom/AidandLevyTaxCertification/Aid&Levy_TaxCert_ProgramSummary_a_5-30-26.xlsx'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2019,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2019.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2019,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2019.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2019,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2019.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2020,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2020.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2020,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2020.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2020,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2020.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2021,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2021.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2021,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2021.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2021,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2021.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2022,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2022.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2022,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2022.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2022,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2022.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2023,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2023.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2023,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2023.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2023,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2023.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2024,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2024.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2024,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2024.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2024,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2024.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2025,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2025.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2025,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2025.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2025,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2025.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2026,"Document 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2026.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2026,"No source_url recorded for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2026.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_atriskformula_at_risk_formula_supplementary_weight_fy_2026,"No meeting/report date for 'data/raw/state_reports/dom/AtRiskFormula/At-Risk Formula Supplementary Weight, FY 2026.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2022,"Document 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2022.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2022,"No source_url recorded for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2022.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2022,"No meeting/report date for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2022.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2023,"Document 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2023.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2023,"No source_url recorded for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2023.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2023,"No meeting/report date for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2023.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2024,"Document 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2024.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2024,"No source_url recorded for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2024.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2024,"No meeting/report date for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2024.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2025,"Document 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2025.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2025,"No source_url recorded for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2025.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2025,"No meeting/report date for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2025.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2026,"Document 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2026.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2026,"No source_url recorded for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2026.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_finalcashreservelevies_final_cash_reserve_levies_fy_2026,"No meeting/report date for 'data/raw/state_reports/dom/FinalCashReserveLevies/Final Cash Reserve Levies, FY 2026.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertytaxratefiles_school_tax_rates_historical_fy_2002_fy_2026,"Document 'data/raw/state_reports/dom/PropertyTaxRateFiles/School Tax Rates, Historical - FY 2002 - FY 2026.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertytaxratefiles_school_tax_rates_historical_fy_2002_fy_2026,"No source_url recorded for 'data/raw/state_reports/dom/PropertyTaxRateFiles/School Tax Rates, Historical - FY 2002 - FY 2026.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertytaxratefiles_school_tax_rates_historical_fy_2002_fy_2026,"No meeting/report date for 'data/raw/state_reports/dom/PropertyTaxRateFiles/School Tax Rates, Historical - FY 2002 - FY 2026.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2016_fy2018,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2016-FY2018.xls' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2016_fy2018,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2016-FY2018.xls'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2016_fy2018,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2016-FY2018.xls'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2019_fy2021,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2019-FY2021.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2019_fy2021,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2019-FY2021.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2019_fy2021,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2019-FY2021.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2022_fy2024,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2022-FY2024.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2022_fy2024,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2022-FY2024.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_assessed_tif_valuations_by_class_ay2022_fy2024,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & TIF Valuations by Class, AY2022-FY2024.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_assessed_taxable_valuations_by_class_ay2024_fy2026,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & Taxable Valuations by Class, AY2024-FY2026.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_assessed_taxable_valuations_by_class_ay2024_fy2026,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & Taxable Valuations by Class, AY2024-FY2026.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_assessed_taxable_valuations_by_class_ay2024_fy2026,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Assessed & Taxable Valuations by Class, AY2024-FY2026.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2016_fy2018,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2016-FY2018.xls' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2016_fy2018,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2016-FY2018.xls'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2016_fy2018,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2016-FY2018.xls'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2019_fy2021,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2019-FY2021.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2019_fy2021,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2019-FY2021.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2019_fy2021,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2019-FY2021.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2022_fy2024,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2022-FY2024.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2022_fy2024,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2022-FY2024.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2022_fy2024,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2022-FY2024.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2024_fy2026,"Document 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2024-FY2026.xlsx' is unclassified (type=generic_excel).",Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2024_fy2026,"No source_url recorded for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2024-FY2026.xlsx'.",Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_propertyvaluation_school_district_taxable_tif_valuations_by_class_ay2024_fy2026,"No meeting/report date for 'data/raw/state_reports/dom/PropertyValuation/School District Taxable & TIF Valuations by Class, AY2024-FY2026.xlsx'.",Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
2026-06-06,info,unknown_document_type,,undated_uab_unspent_authorized_budget_report,Document 'data/raw/state_reports/dom/UAB/Unspent Authorized Budget Report.xlsx' is unclassified (type=generic_excel).,Classify in data/manual/document_classification_manual.csv.,open
2026-06-06,info,missing_source_url,,undated_uab_unspent_authorized_budget_report,No source_url recorded for 'data/raw/state_reports/dom/UAB/Unspent Authorized Budget Report.xlsx'.,Record the public URL in the inventory or a source_urls.md.,open
2026-06-06,info,missing_meeting_date,,undated_uab_unspent_authorized_budget_report,No meeting/report date for 'data/raw/state_reports/dom/UAB/Unspent Authorized Budget Report.xlsx'.,Place the file in a dated folder (YYYY-MM-DD) or set the date via a manual override.,open
